prolificid,subject_id,age,gender,label,trialnum,status,outcome,getsout,bloc,img1,img2,buttonchoice,rtchoice,rt,response,key_press,time_elapsed,internal_node_id,trial_type,trial_index,stimulus,responses,date,time,datefinish,timefinish,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,5,2,2,2,1,5,10,0,1160,4710,26,,194288,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,10,1,1,2,1,1,6,1,417,2827.235,63,,209683,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,14,1,1,2,1,4,9,1,1373,3276,48,,207943,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,,,surveyid,,,,,,,,,,2391,,,28246,0.0-3.0,survey-text,3,,"{Q0"":""5ad8c254c0332a0001ec703c""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,18,1,1,1,1,12,15,0,856,2083.165,68,,221413,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,survey,,,,,,,,,,5043,,,33292,0.0-4.0,survey-text,4,,"{Q0"":""26""","Q1:""F""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12
5c5ab546903c7700010a4518,8042707,,,surveyid,,,,,,,,,,3998,,,31831,0.0-3.0,survey-text,3,,"{Q0"":""5c5ab546903c7700010a4518""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,8,1,2,1,1,9,18,0,1094,2319,49,,220193,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,2,1,2,2,1,2,10,1,697,2426.01,31,,233499,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,survey,,,,,,,,,,7259,,,39095,0.0-4.0,survey-text,4,,"{Q0"":""27""","Q1:""F""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,10,1,1,2,1,5,13,1,998,2384,49,,232501,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,7,2,2,1,1,18,19,0,763,2118.59,67,,245399,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,6,1,2,1,1,1,10,0,1010,3773,48,,246272,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,15,2,1,2,1,7,20,1,403,2326.985,67,,256783,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,15,2,1,2,1,9,12,1,1053,1963,49,,258200,0.0-42.0,html-slider-response,42,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,13,2,1,2,1,9,10,0,500,2435.125,63,,268629,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,18,1,1,1,1,9,17,0,941,3455,49,,271528,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,14,1,1,2,1,1,12,0,642,2168.605,32,,280231,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,1,2,2,2,1,10,11,1,1032,2897,51,,284342,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,4,1,2,2,1,7,12,1,574,2608.85,30,,292317,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,20,1,2,2,1,9,20,0,755,1764.59,34,,303667,0.0-87.0,html-slider-response,87,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,4,1,2,2,1,2,9,1,931,2866,52,,296774,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,18,1,1,1,1,9,16,,,,,,116547,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,3,2,2,2,1,12,19,1,921,1832.06,37,,315247,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,12,1,1,2,1,8,20,0,991,2495,53,,309000,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,1,2,2,2,1,13,15,0,1957,2461.225,57,,129863,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,1,2,2,2,1,7,8,0,560,2389.795,31,,327073,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,17,2,1,1,1,10,13,,,,,,300382,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,3,2,2,2,1,9,10,1,1030,2370,52,,321087,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,6,1,2,1,1,6,19,1,576,2237.46,23,,338721,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,2,1,2,2,1,11,12,,,,,,311170,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,7,2,2,1,1,2,14,0,1131,4197.505,79,,143839,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,17,2,1,1,1,14,18,1,976,3484,53,,334562,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,5,2,2,2,1,2,14,0,752,1735.705,77,,349744,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,13,2,1,2,1,10,12,1,1375,2663.7,100,,156855,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,3,2,2,2,1,10,15,0,779,3726,7,,324692,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,20,1,2,2,1,2,11,0,1033,2651,53,,346837,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,13,2,1,2,1,5,7,1,836,2312,51,,336516,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,11,2,1,2,1,1,2,0,1275,2439.575,34,,169591,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,19,2,1,1,1,15,20,0,1030,2084,55,,358591,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,15,2,1,2,1,7,14,0,1843,5205.63,85,,186615,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,15,2,1,2,1,17,18,1,969,1534,100,,347707,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,14,1,1,2,1,1,12,1,1176,2209.345,56,,181751,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,13,2,1,2,1,6,10,0,1091,3202,52,,371759,0.0-87.0,html-slider-response,87,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,11,2,1,2,1,8,18,0,929,2032,82,,359515,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,8,1,2,1,1,10,16,1,1983,2803.05,46,,200096,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,5,2,2,2,1,6,16,1,1107,3762.73,18,,195487,0.0-42.0,html-slider-response,42,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,9,2,2,1,1,4,20,1,1099,1985,52,,383587,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,10,1,1,2,1,1,18,0,1497,2352,69,,372076,0.0-42.0,html-slider-response,42,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,16,1,1,1,1,9,11,1,1593,3176.915,70,,213797,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,3,2,2,2,1,7,14,0,1141,2098.99,35,,207671,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,16,1,1,1,1,13,17,1,895,2636,54,,395941,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,18,1,1,1,1,11,16,1,959,2902,100,,384555,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,13,2,1,2,1,1,4,1,1325,2079.3,72,,226192,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,16,1,1,1,1,6,12,1,1204,1829.205,57,,219456,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,2,1,2,2,1,8,9,1,927,2083,54,,407649,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,20,1,2,2,1,11,20,1,1128,1940,100,,396594,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,12,1,1,2,1,3,10,0,1579,1617.98,71,,237995,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,6,1,2,1,1,5,17,0,1232,1863.67,64,,231463,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c73e8a67fafbd001147187b,9797764,38,M,scaleresp,7,2,2,1,1,7,9,0,980,2258,53,,419775,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
57aaf19dec792e000181d028,3977321,,,surveyid,,,,,,,,,,11407,,,23887,0.0-3.0,survey-text,3,,"{Q0"":""https://www.ucl.ac.uk/icn-crowd-cognition/Marwa/ATTRRESPexp/runnssresp.html""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,12,1,1,2,1,1,20,0,953,1808,87,,408292,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,5,2,2,2,1,4,11,1,1412,1639.82,71,,249928,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
57aaf19dec792e000181d028,3977321,30,f,survey,,,,,,,,,,5523,,,29415,0.0-4.0,survey-text,4,,"{Q0"":""30""","Q1:""f""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,15,2,1,2,1,7,12,0,1133,1935.295,31,,243311,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,4,1,2,2,1,7,10,0,915,2087,52,,420131,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5df8411cfeea895e82d45d5d,9990844,,,surveyid,,,,,,,,,,23451,,,53569,0.0-3.0,survey-text,3,,"{Q0"":""5df8411cfeea895e82d45d5d""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,20,1,2,2,1,13,18,0,941,1788.7,44,,254735,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,11,2,1,2,1,7,9,0,1721,2045.545,72,,262476,0.0-42.0,html-slider-response,42,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5df8411cfeea895e82d45d5d,9990844,25,m,survey,,,,,,,,,,5057,,,58640,0.0-4.0,survey-text,4,,"{Q0"":""25""","Q1:""m""}""",04/05/2020,1.59E+12,04/05/2020,1.59E+12
5e64a832757e6121f493724c,7348245,19,M,scaleresp,9,2,2,1,1,3,11,0,969,1823,26,,431515,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,4,1,2,2,1,11,14,1,1056,1982.645,45,,266623,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,7,2,2,1,1,9,12,1,1586,1711.03,72,,274414,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,7,2,2,1,1,3,9,1,963,4033,24,,445275,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,8,1,2,1,1,12,20,1,1127,1800.555,46,,278143,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5dadad152e8c52001757fbe6,4382999,20,F,scaleresp,8,1,2,1,2,2,9,0,678,2904.145,66,,473974,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,2,1,2,2,1,15,18,1,1399,1813.9,84,,286580,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5c5ab546903c7700010a4518,8042707,27,F,scaleresp,10,1,1,2,1,1,15,1,885,1858.51,44,,289679,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5ad8c254c0332a0001ec703c,7529639,26,F,scaleresp,20,1,2,2,1,3,19,1,1764,1949.52,83,,299184,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
5e64a832757e6121f493724c,7348245,19,M,scaleresp,6,1,2,1,1,9,15,1,962,5104,19,,460035,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,04/05/2020,1.59E+12,04/05/2020,1.59E+12,
